no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,month,day_of_month,day_of_year,week_of_month,week_of_year,day_of_week,year,is_wknd,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,lead_time_transf,type_of_meal_plan_Not Selected,type_of_meal_plan_other,room_type_reserved_Room_Type 4,room_type_reserved_other,market_segment_type_Online,market_segment_type_other,avg_price_per_room_mm,status
2,0,2,9,0,0,0,0,0,6,8,159,2,23,5,2018,1,2,0,0,0,0,0,0,-0.47695498147585763,0,0,1,0,1,0,0.7166018546215973,1
2,1,0,1,0,0,0,0,1,12,25,359,4,52,1,2017,0,4,0,0,0,0,0,0,-1.0938593953815183,1,0,0,0,1,0,0.43882740053843855,0
1,0,0,3,0,0,0,0,0,1,19,19,3,3,5,2018,1,1,0,0,0,0,0,0,1.0169649044655895,0,0,0,0,0,0,0.3640442716123243,0
3,0,0,1,0,0,0,0,0,5,13,133,2,19,7,2018,1,2,0,0,0,0,0,0,0.24030572131726974,0,0,0,0,1,0,0.8384684415195931,1
2,0,2,1,0,0,0,0,0,9,11,254,2,37,2,2018,0,3,0,0,0,0,0,0,0.8367644897724941,0,0,0,0,0,0,0.3685312593478911,0
2,0,2,3,0,0,0,0,2,4,16,106,3,16,1,2018,0,2,0,0,0,0,0,0,0.8539895577433687,0,0,0,0,1,0,0.380735865988633,0
1,0,2,4,0,0,0,0,0,6,12,163,2,24,2,2018,0,2,0,0,0,0,0,0,0.20080761516801926,0,0,0,0,0,0,0.6033502841758899,1
2,1,0,2,0,0,0,0,1,8,4,216,1,31,6,2018,1,3,0,0,0,0,0,0,0.38775923743333485,0,0,1,0,1,0,0.6877056536045467,0
1,0,2,2,0,0,0,0,1,9,4,247,1,36,2,2018,0,3,0,0,0,0,0,0,0.10377624327742757,0,0,0,0,1,0,0.47502243493867785,1
2,0,0,1,0,0,0,0,1,4,8,98,2,14,7,2018,1,2,0,0,0,0,0,0,-0.814687796711879,1,0,0,0,1,0,0.41788812443912654,0
2,0,2,1,0,0,0,0,2,7,9,190,2,28,1,2018,0,3,0,0,0,0,0,0,-0.3430212391179341,0,0,0,0,1,0,0.6984744241699072,0
2,0,0,2,0,0,0,0,2,11,17,321,3,46,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,1,0,0.5076278791504636,0
2,0,0,3,0,0,0,0,0,6,7,158,1,23,4,2018,0,2,0,0,0,0,0,0,1.4422483457000417,0,0,0,0,0,0,0.6631767873167812,1
2,0,2,3,0,0,0,0,0,5,20,140,3,20,7,2018,1,2,0,0,0,0,0,0,1.43612299902001,0,0,0,0,1,0,0.352078970984146,1
2,1,2,2,0,0,0,0,2,8,19,231,3,33,7,2018,1,3,0,0,0,0,0,0,-0.24280505582449466,0,0,0,0,1,0,0.7953933592581512,0
2,0,1,4,0,0,0,0,0,12,30,364,5,52,6,2017,1,4,0,0,0,0,0,0,0.9935137594962448,0,0,0,0,0,0,0.2862698175291654,0
2,0,1,1,0,0,0,0,0,9,5,248,1,36,3,2018,0,3,0,0,0,0,0,0,0.9211207587548557,0,0,1,0,0,0,0.4295542925516003,0
2,0,0,3,0,0,0,0,0,8,23,235,4,34,4,2018,0,3,0,0,0,0,0,0,-1.6566898309690214,0,0,1,0,1,0,0.8646126233921625,1
2,0,2,5,0,0,0,0,1,9,10,253,2,37,1,2018,0,3,0,0,0,0,0,0,0.4890096334269794,0,0,1,0,1,0,0.8376906969787614,1
2,0,0,1,0,0,0,0,0,4,6,96,1,14,5,2018,1,2,0,0,0,0,0,0,-0.0011810930312185599,0,1,0,0,0,0,0.5076278791504636,0
2,0,2,4,0,0,0,0,1,9,1,244,1,35,6,2018,1,3,1,0,0,0,0,0,1.5892929120895172,0,0,0,0,1,0,0.44822016153155847,0
2,0,2,1,0,0,0,0,0,12,19,353,3,51,2,2017,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,0,0.3640442716123243,0
2,0,0,2,0,0,0,0,1,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.736521529734345,0,1,0,0,0,0,0.5734370326054441,1
1,0,1,5,0,0,0,0,0,11,21,325,3,47,3,2018,0,4,0,0,0,0,0,0,-0.718282431575302,0,0,0,0,0,0,0.2668262040083757,0
2,0,0,4,0,0,0,0,0,7,13,194,2,28,5,2018,1,3,0,0,0,0,0,0,0.38775923743333485,1,0,0,0,1,0,0.4507927011666168,1
2,0,1,3,0,0,0,0,0,8,22,234,4,34,3,2018,0,3,0,0,0,0,0,0,-0.13317219945353223,0,0,0,0,0,0,0.39395752318276994,0
1,0,0,2,0,0,0,0,0,4,19,109,3,16,4,2018,0,2,0,0,0,0,0,0,0.5938303814077687,0,0,0,0,0,0,0.5734370326054441,1
2,0,0,1,0,0,0,0,2,4,8,98,2,14,7,2018,1,2,0,0,0,0,0,0,0.16009996351369138,0,0,1,0,1,0,0.5961711037989829,0
2,0,0,3,0,0,0,0,0,10,20,293,3,42,6,2018,1,4,0,0,0,0,0,0,1.6560863326446233,0,0,0,0,1,0,0.4615614717319772,1
2,0,2,3,0,0,0,0,1,4,29,119,5,17,7,2018,1,2,0,0,0,0,0,0,0.7106798152491427,0,0,1,0,1,0,0.5109183368232126,1
2,0,1,0,0,0,0,0,0,9,21,264,3,38,4,2017,0,3,0,0,0,0,0,0,1.7259823685935147,0,0,0,0,0,0,0.2862698175291654,0
2,0,0,3,0,0,0,0,0,8,17,229,3,33,5,2018,1,3,0,0,0,0,0,0,1.466552196449639,1,0,0,0,1,0,0.41489679928208195,1
2,0,1,5,0,0,0,0,1,3,28,87,4,13,3,2018,0,1,0,0,0,0,0,0,0.49983356039519883,0,1,0,0,0,0,0.5480107687705653,0
2,0,1,1,0,0,0,0,2,9,17,260,3,38,1,2018,0,3,0,0,0,0,0,0,-1.985608868000325,0,0,1,0,1,0,0.8159736763386178,0
2,0,2,1,0,0,0,0,1,2,13,44,2,7,2,2018,0,1,0,0,0,0,0,0,-1.047549579600935,1,0,0,0,1,0,0.3580616212982351,0
2,0,2,0,0,0,0,0,0,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,0.9776959263617326,0,0,0,0,0,0,0.4537840263236614,1
2,0,1,5,0,0,0,0,0,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,0.8367644897724941,0,0,1,0,1,0,0.6769368830391863,1
1,0,0,2,0,0,0,0,0,12,17,351,3,50,7,2017,1,4,0,0,0,0,0,0,-0.718282431575302,0,0,0,0,0,1,0.2743045169009871,0
2,0,2,2,0,0,0,0,1,3,20,79,3,12,2,2018,0,1,0,0,0,0,0,0,0.4223108037762752,0,0,0,0,1,0,0.22608435536942867,0
1,0,1,1,0,0,0,0,0,6,6,157,1,23,3,2018,0,2,0,0,0,0,0,0,0.7385591347431675,0,0,0,0,0,0,0.5435237810349984,0
2,0,1,3,0,0,0,0,1,5,5,125,1,18,6,2018,1,2,0,0,0,0,0,0,0.5836747532510416,0,0,1,0,1,0,0.678731678133413,0
2,0,0,3,0,0,0,0,0,12,8,342,2,49,6,2018,1,4,0,0,0,0,0,0,-0.3430212391179341,1,0,0,0,1,0,0.41190547412503736,1
2,0,1,0,0,0,0,0,0,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,-0.15074172857426252,1,0,0,0,1,0,0.477714627580018,1
2,0,0,1,0,0,0,0,1,6,23,174,4,25,6,2018,1,2,0,0,0,0,0,0,-1.315514612291896,0,0,0,0,1,0,0.4298534250673048,1
2,0,0,1,0,0,0,0,1,12,2,336,1,48,7,2018,1,4,0,0,0,0,0,0,-0.24280505582449466,1,0,0,0,1,0,0.41190547412503736,0
2,0,0,4,0,0,0,0,1,8,16,228,3,33,4,2018,0,3,0,0,0,0,0,0,1.417625896228395,0,0,0,0,1,0,0.4295542925516003,1
2,0,0,4,0,0,0,0,0,8,12,224,2,32,6,2017,1,3,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,0,0.5435237810349984,0
1,0,0,1,0,0,0,0,2,12,13,347,2,50,4,2018,0,4,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,1,0,0.4657493269518396,0
3,0,1,1,0,0,0,0,1,12,26,360,4,52,3,2018,0,4,0,0,0,0,0,0,0.6139383056034631,0,0,0,0,1,0,0.4559976069398744,0
2,0,1,2,0,0,0,0,0,5,13,133,2,19,7,2018,1,2,0,0,0,0,0,0,-0.3018428446569174,0,0,1,0,1,0,0.7253963505833083,1
2,0,1,2,0,0,0,0,1,12,16,350,3,50,7,2018,1,4,0,0,0,0,0,0,-0.032860382011120716,1,0,0,0,1,0,0.35925815136105294,0
2,1,0,2,0,0,0,0,1,3,24,83,4,12,6,2018,1,1,0,0,0,0,0,0,-0.4078740168023441,0,0,0,0,1,0,0.741549506431349,0
3,0,1,3,0,0,0,0,1,8,25,237,4,34,6,2018,1,3,0,0,0,0,0,0,0.5631544872911395,0,0,1,0,1,0,0.7846245886927908,0
2,0,2,2,0,0,0,0,1,3,4,63,1,9,7,2018,1,1,0,0,0,0,0,0,-0.4078740168023441,0,0,1,0,1,0,0.4681423870774753,0
2,0,0,4,0,0,0,0,1,10,26,299,4,43,5,2018,1,4,0,0,0,0,0,0,-0.38581815924377755,0,0,0,0,1,0,0.6571941370026921,1
2,0,0,2,0,0,0,0,0,6,15,166,3,24,5,2018,1,2,0,0,0,0,0,0,1.6886516700477643,0,1,0,0,0,0,0.5734370326054441,1
2,0,0,1,0,0,0,0,0,4,13,103,2,15,5,2018,1,2,0,0,0,0,0,0,-0.718282431575302,1,0,0,0,1,0,0.5973676338618007,0
1,0,0,2,0,0,0,0,0,10,2,275,1,40,1,2017,0,4,0,0,0,0,0,0,1.1150093317488396,0,0,0,0,0,0,0.48369727789410705,0
2,0,1,0,0,1,1,0,0,10,4,277,1,40,3,2017,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,1,0,0.6392461860604247,0
2,0,0,1,0,0,0,0,2,8,20,232,3,34,1,2018,0,3,0,0,0,0,0,0,1.0247101089335355,0,0,0,0,1,0,0.5154053245587794,1
3,0,1,2,0,0,0,0,2,3,4,63,1,9,7,2018,1,1,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.7050553395154052,0
2,0,1,3,0,0,0,0,0,10,8,281,2,40,7,2017,1,4,0,0,0,0,0,0,1.4238119366600954,0,1,0,0,0,0,0.3999401734968591,1
1,0,1,2,0,0,0,0,0,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,1.22854053438768,0,0,0,0,0,0,0.6033502841758899,1
2,0,2,1,0,0,0,0,1,10,29,302,5,44,1,2018,0,4,0,0,0,0,0,0,0.7385591347431675,0,0,1,0,1,0,0.5100209392760993,0
2,0,0,2,0,0,0,0,0,10,28,301,4,43,7,2018,1,4,0,0,0,0,0,0,1.6285319695210683,0,0,0,0,1,0,0.4615614717319772,1
1,0,0,2,0,0,0,0,2,11,4,308,1,44,7,2018,1,4,0,0,0,0,0,0,0.7477429251771082,1,0,0,0,1,0,0.35925815136105294,1
2,0,0,1,0,0,0,0,1,5,19,139,3,20,6,2018,1,2,0,0,0,0,0,0,-0.032860382011120716,0,0,0,0,1,0,0.644630571343105,0
2,0,2,0,0,0,0,0,0,4,24,114,4,17,2,2018,0,2,0,0,0,0,0,0,0.9776959263617326,0,0,0,0,0,0,0.4537840263236614,1
2,0,1,1,0,0,0,0,0,6,4,155,1,23,1,2018,0,2,0,0,0,0,0,0,1.788405822607394,0,0,0,0,0,0,0.261142686209991,1
3,0,2,0,0,0,0,0,2,2,7,38,1,6,3,2018,0,1,0,0,0,0,0,0,-1.985608868000325,0,0,1,0,1,0,0.6631767873167812,0
2,0,1,3,0,0,0,0,2,5,5,125,1,18,6,2018,1,2,0,0,0,0,0,0,0.9211207587548557,0,0,0,0,1,0,0.4804068202213581,0
2,0,0,1,1,0,0,0,2,11,5,309,1,45,1,2018,0,4,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,1,0,0.6033502841758899,0
2,0,2,1,0,0,0,0,1,12,24,358,4,52,1,2018,0,4,0,0,0,0,0,0,0.10377624327742757,1,0,0,0,1,0,0.35925815136105294,0
2,0,0,4,0,0,0,0,2,10,25,298,4,43,4,2018,0,4,0,0,0,0,0,0,-1.5506363990851626,0,0,0,0,1,0,0.7529165420281183,0
1,0,0,2,0,0,0,0,0,10,11,284,2,41,4,2018,0,4,0,0,0,0,0,0,1.235399911499953,0,0,0,0,0,0,0.6033502841758899,1
2,0,2,2,0,0,0,0,0,12,4,338,1,49,1,2017,0,4,0,0,0,0,0,0,0.8794884539377366,0,0,0,0,0,0,0.2743045169009871,0
2,0,0,1,0,0,0,0,1,5,7,127,1,19,1,2018,0,2,0,0,0,0,0,0,0.303672549971128,1,0,0,0,1,0,0.5800179479509422,0
3,0,2,5,0,0,0,0,2,7,10,191,2,28,2,2018,0,3,0,0,0,0,0,0,1.0091840482465178,0,0,0,0,1,0,0.4651510619204308,0
1,0,0,2,0,0,0,0,0,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,-1.5506363990851626,0,0,0,0,0,1,0.6093329344899789,0
2,0,0,2,0,0,0,0,0,6,2,153,1,22,6,2018,1,2,0,0,0,0,0,0,-0.47695498147585763,0,0,0,0,0,0,0.7230032904576726,0
2,0,2,1,0,0,0,0,0,10,10,283,2,41,2,2017,0,4,0,0,0,0,0,0,1.4905473316502045,0,0,0,0,0,0,0.2743045169009871,0
2,0,1,4,0,0,0,0,0,8,8,220,2,32,3,2018,0,3,0,0,0,0,0,0,0.7928762038744863,0,0,0,0,1,0,0.5692491773855817,1
2,0,0,3,0,0,0,0,1,10,15,288,3,41,7,2017,1,4,0,0,0,0,0,0,0.01435964032245719,0,0,0,0,1,0,0.3207298833383189,1
2,0,0,3,0,0,0,0,0,6,14,165,2,24,4,2018,0,2,0,0,0,0,0,0,-1.46168706701608,0,0,0,0,0,1,0.48369727789410705,1
2,0,2,0,0,0,0,0,0,3,13,72,2,11,2,2018,0,1,0,0,0,0,0,0,0.17380918295558018,0,0,0,0,1,0,0.3538737660783727,0
2,0,2,0,0,0,0,0,0,6,26,177,4,26,2,2018,0,2,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,1,0,0.6272808854322464,0
2,0,1,1,0,0,0,0,2,10,29,302,5,44,1,2018,0,4,0,0,0,0,0,0,0.4890096334269794,0,0,0,1,1,0,0.373018247083458,0
2,0,2,1,0,0,0,0,1,4,9,99,2,15,1,2018,0,2,0,0,0,0,0,0,0.4448885989343964,1,0,0,0,1,0,0.3610529464552797,0
1,0,2,3,0,0,0,0,0,10,16,289,3,42,2,2018,0,4,0,0,0,0,0,0,-1.6566898309690214,0,0,0,0,0,0,0.4537840263236614,0
2,0,0,3,0,0,0,0,0,8,25,237,4,34,6,2018,1,3,0,0,0,0,0,0,0.9536849723523606,0,0,0,0,0,0,0.48369727789410705,0
3,0,2,5,0,0,0,0,0,7,6,187,1,27,5,2018,1,3,0,0,0,0,0,0,0.8625337702141964,0,0,0,0,0,0,0.4651510619204308,0
2,2,2,3,0,0,0,0,1,3,24,83,4,12,6,2018,1,1,0,0,0,0,0,0,0.3993701532815155,0,0,0,1,1,0,0.8262040083757103,1
2,0,0,3,0,0,0,0,1,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.4223108037762752,0,0,0,1,1,0,0.4579718815435238,0
1,0,0,1,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.3430212391179341,1,0,0,0,1,0,0.4992521687107388,1
2,0,1,2,0,0,0,0,0,3,21,80,3,12,3,2018,0,1,0,0,0,0,0,0,0.32822041283628217,0,0,0,0,1,0,0.4615614717319772,1
2,0,1,3,0,0,0,0,0,9,26,269,4,39,3,2018,0,3,0,0,0,0,0,0,1.6560863326446233,0,0,0,0,0,0,0.4537840263236614,1
2,0,0,3,0,0,0,0,1,5,10,130,2,19,4,2018,0,2,0,0,0,0,0,0,0.2272686863786324,0,1,0,0,0,0,0.6392461860604247,0
3,0,1,2,0,0,0,0,1,3,4,63,1,9,7,2018,1,1,0,0,0,0,0,0,-0.09879618445483326,0,0,0,0,1,0,0.560275201914448,0
2,0,2,5,0,0,0,0,0,1,27,27,4,4,6,2018,1,1,0,0,0,0,0,0,0.21410368810438593,0,0,1,0,0,0,0.1965300628178283,0
3,0,0,4,0,0,0,0,0,8,23,235,4,34,4,2018,0,3,0,0,0,0,0,0,0.8794884539377366,0,0,1,0,1,0,0.6823212683218665,1
1,0,2,3,0,0,0,0,1,11,11,315,2,45,7,2018,1,4,0,0,0,0,0,0,-0.28181550937806576,0,0,0,0,1,0,0.3270116661681125,0
2,0,1,2,0,0,0,0,0,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,0.7659511680124533,0,0,0,0,0,0,0.4238707747532156,1
3,0,0,2,0,0,0,0,1,7,19,200,3,29,4,2018,0,3,0,0,0,0,0,0,-0.885339194262977,0,0,1,0,1,0,0.8546215973676338,1
3,0,0,3,0,0,0,0,0,12,7,341,1,49,5,2018,1,4,0,0,0,0,0,0,0.32822041283628217,0,0,0,0,0,0,0.5136105294645528,0
2,0,0,4,0,0,0,0,0,4,20,110,3,16,5,2018,1,2,0,0,0,0,0,0,1.7626302599203965,0,0,0,0,0,0,0.261142686209991,1
2,1,4,7,0,0,0,0,2,4,9,99,2,15,1,2018,0,2,0,0,0,0,0,0,-0.7813917674178052,0,0,0,0,1,0,0.7233024229733772,0
2,0,0,2,0,0,0,0,0,6,17,168,3,24,7,2018,1,2,0,0,0,0,0,0,1.6285319695210683,0,0,0,0,0,0,0.33413102004187856,1
2,0,0,1,0,0,0,0,1,8,26,238,4,34,7,2018,1,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.7170206401435835,0
1,0,0,1,0,0,0,0,0,6,17,168,3,24,7,2018,1,2,0,0,0,0,0,0,-1.985608868000325,0,1,0,0,0,0,0.41938378701764883,0
1,0,0,1,0,0,0,0,0,10,9,282,2,41,1,2017,0,4,0,0,0,0,0,0,-1.7911413536931085,0,1,0,0,0,0,0.4298534250673048,0
2,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.5375411307209093,0
2,0,0,4,1,0,0,0,1,7,12,193,2,28,4,2018,0,3,0,0,0,0,0,0,1.454439466608434,0,0,0,1,1,0,0.43063116960813635,1
2,0,1,1,0,0,0,0,0,9,26,269,4,39,3,2018,0,3,0,0,0,0,0,0,-0.6310097636957879,1,0,0,0,1,0,0.5261740951241399,1
2,0,0,3,0,0,0,0,2,12,29,363,5,52,5,2017,1,4,0,0,0,0,0,0,0.7568733526288431,0,0,0,0,1,0,0.31767873167813343,0
2,0,0,3,0,0,0,0,1,12,13,347,2,50,4,2018,0,4,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.352078970984146,0
1,0,1,2,0,0,0,0,1,5,23,143,4,21,3,2018,0,2,0,0,0,0,0,0,-1.384355375311487,0,0,0,0,1,0,0.46586897995812143,0
1,0,0,1,0,0,0,0,0,7,26,207,4,30,4,2018,0,3,0,0,0,0,0,0,-0.26214118630559197,0,1,0,0,0,0,0.4537840263236614,0
1,0,0,2,0,0,0,0,0,6,24,175,4,25,7,2018,1,2,0,0,0,0,0,0,1.172690759504972,0,0,0,0,0,0,0.4537840263236614,1
2,2,0,4,0,0,0,0,0,12,9,343,2,49,6,2017,1,4,0,0,0,0,0,0,0.6630716990212818,0,0,0,1,0,0,0.5644630571343104,0
2,0,2,2,0,0,0,0,0,7,31,212,5,31,2,2018,0,3,0,1,0,0,0,0,1.0477357402356329,1,0,0,0,1,0,0.43212683218665865,1
1,0,0,3,0,0,0,0,0,11,1,305,1,44,4,2018,0,4,1,0,0,0,0,0,1.1296094883125278,0,0,0,0,0,0,0.5435237810349984,1
2,0,1,0,0,0,0,0,0,8,9,221,2,32,3,2017,0,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.41788812443912654,0
2,0,2,1,0,0,0,0,1,12,27,361,4,52,3,2017,0,4,0,0,0,0,0,0,-1.1960679773682705,0,0,0,0,1,0,0.5056536045468142,0
1,0,1,2,0,0,0,0,0,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,1.22854053438768,0,0,0,0,0,0,0.6033502841758899,1
2,0,1,2,0,0,0,0,1,11,14,318,2,46,3,2018,0,4,0,0,0,0,0,0,0.059856543429081754,0,0,0,0,0,0,0.33413102004187856,0
2,0,1,0,0,0,0,0,1,10,10,283,2,41,3,2018,0,4,0,0,0,0,0,0,-0.2237932639533717,0,0,0,0,1,0,0.6392461860604247,1
2,0,2,4,0,0,0,0,4,9,2,245,1,35,7,2018,1,3,0,0,0,0,0,0,1.2959824482391158,0,0,1,0,1,0,0.678731678133413,0
3,0,0,4,0,0,0,0,0,12,7,341,1,49,5,2018,1,4,0,0,0,0,0,0,0.2272686863786324,0,0,1,0,1,0,0.651211486688603,0
2,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.5375411307209093,0
2,0,2,2,0,0,0,0,0,7,17,198,3,29,2,2018,0,3,0,0,0,0,0,0,0.3993701532815155,1,0,0,0,1,0,0.4507927011666168,1
2,0,0,1,0,0,0,0,2,11,19,323,3,47,1,2018,0,4,0,0,0,0,0,0,-0.1685781582022173,0,0,0,1,1,0,0.37864193837870175,0
1,0,0,2,0,0,0,0,0,5,18,138,3,20,5,2018,1,2,0,0,0,0,0,0,0.37605206776477507,1,0,0,0,1,0,0.38552198623990425,0
2,0,0,2,0,0,0,0,1,8,31,243,5,35,5,2018,1,3,0,1,0,0,0,0,-0.1685781582022173,1,0,0,0,1,0,0.5315584804068202,0
2,0,1,2,0,0,0,0,1,3,11,70,2,10,7,2018,1,1,0,0,0,0,0,0,0.10377624327742757,0,0,0,0,1,0,0.2461262339216273,0
2,0,0,2,0,0,0,0,0,8,14,226,2,33,1,2017,0,3,0,0,0,0,0,0,-0.28181550937806576,0,1,0,0,0,0,0.4926712533652408,0
2,0,1,2,0,0,0,0,1,8,22,234,4,34,3,2018,0,3,0,0,0,0,0,0,-0.5510080442930118,1,0,0,0,1,0,0.7170206401435835,1
2,0,0,3,0,0,0,0,0,8,5,217,1,31,6,2017,1,3,0,0,0,0,0,0,-1.047549579600935,0,0,0,0,0,1,0.2743045169009871,0
2,0,3,8,0,0,0,0,0,8,29,241,5,35,3,2018,0,3,0,0,0,0,0,0,-0.0011810930312185599,0,0,1,0,1,0,0.6392461860604247,0
2,0,0,2,0,0,0,0,1,5,31,151,5,22,4,2018,0,2,0,1,0,0,0,0,-0.016919025529960222,0,0,0,0,1,0,0.644630571343105,0
1,0,1,0,0,0,0,0,0,10,30,303,5,44,2,2018,0,4,0,0,0,0,0,0,0.132243302045638,0,0,0,0,1,0,0.41848638947053535,1
2,1,1,4,0,0,0,0,2,11,9,313,2,45,4,2017,0,4,0,0,0,0,0,0,0.11808811296546529,0,0,0,0,1,0,0.43362249476518094,1
1,0,0,1,0,0,0,0,0,2,19,50,3,8,1,2018,0,1,0,0,0,0,0,0,0.5527874866365081,0,0,0,0,0,1,0.3700269219264134,0
2,0,2,5,0,0,0,0,0,7,16,197,3,29,1,2018,0,3,0,0,0,0,0,0,0.6436080330474707,0,0,1,0,1,0,0.611546515106192,1
1,0,0,3,0,0,0,0,0,11,1,305,1,44,4,2018,0,4,1,0,0,0,0,0,1.1296094883125278,0,0,0,0,0,0,0.5435237810349984,1
2,0,0,1,0,0,0,0,1,9,28,271,4,39,5,2018,1,3,0,0,0,0,0,0,-0.6310097636957879,1,0,0,0,1,0,0.5973676338618007,0
1,0,2,0,0,0,0,0,0,8,21,233,3,34,2,2018,0,3,0,0,0,0,0,0,-0.3018428446569174,0,0,0,0,1,0,0.4295542925516003,0
2,0,2,5,0,0,0,0,1,8,23,235,4,34,4,2018,0,3,0,0,0,0,0,0,-0.4534162547522294,0,0,0,0,1,0,0.6607837271911455,0
2,0,1,2,0,0,0,0,1,3,7,66,1,10,3,2018,0,1,0,0,0,0,0,0,-1.46168706701608,1,0,0,0,1,0,0.41788812443912654,1
2,1,0,3,0,0,0,0,0,8,30,242,5,35,4,2018,0,3,0,0,0,0,0,0,1.2826945029096373,0,0,0,0,1,0,0.5836075381393957,1
3,0,0,3,0,0,0,0,2,7,12,193,2,28,4,2018,0,3,0,0,0,0,0,0,0.69181222134396,0,0,1,0,1,0,0.7092431947352675,0
2,0,2,2,0,0,0,0,2,12,30,364,5,52,7,2018,1,4,0,0,0,0,0,0,1.6560863326446233,0,0,0,0,1,0,0.38887227041579425,1
2,0,0,2,0,0,0,0,0,9,24,267,4,38,7,2017,1,3,0,0,0,0,0,0,0.41088672526963577,0,0,0,0,0,0,0.5136105294645528,0
1,0,0,1,0,0,0,0,1,10,25,298,4,43,4,2018,0,4,0,0,0,0,0,0,-1.2531952897202767,1,0,0,0,1,0,0.38432545617708647,0
3,0,1,0,0,0,0,0,1,10,3,276,1,40,3,2018,0,4,0,0,0,0,0,0,-0.1685781582022173,0,0,1,0,1,0,0.8330840562369128,0
2,0,1,0,0,0,0,0,1,3,28,87,4,13,3,2018,0,1,0,0,0,0,0,0,-0.28181550937806576,0,0,0,0,1,0,0.5907867185163027,0
2,0,0,2,0,0,0,0,1,12,9,343,2,49,7,2018,1,4,0,0,0,0,0,0,-0.06537988142080765,1,0,0,0,1,0,0.35925815136105294,0
1,0,2,5,0,0,0,0,1,6,17,168,3,24,7,2018,1,2,0,0,0,0,0,0,-0.3018428446569174,0,0,1,0,1,0,0.6438528268022733,1
2,0,0,2,0,0,0,0,0,9,23,266,4,38,7,2018,1,3,0,0,0,0,0,0,0.6630716990212818,0,0,1,0,1,0,0.7792402034101106,1
2,0,0,3,0,0,0,0,1,6,9,160,2,23,6,2018,1,2,0,0,0,0,0,0,0.69181222134396,1,0,0,0,1,0,0.5800179479509422,0
1,0,1,0,0,0,0,0,0,9,21,264,3,38,4,2017,0,3,0,0,0,0,0,0,1.7259823685935147,0,0,0,0,0,0,0.24139994017349686,0
1,0,2,3,0,0,0,0,0,2,27,58,4,9,2,2018,0,1,0,0,0,0,0,0,0.7106798152491427,0,0,0,0,0,0,0.3401136703559677,0
2,0,0,3,0,0,0,0,2,8,3,215,1,31,5,2018,1,3,0,0,0,0,0,0,-1.985608868000325,1,0,0,0,1,0,0.7170206401435835,0
2,0,0,3,0,0,0,0,0,10,13,286,2,41,6,2018,1,4,0,0,0,0,0,0,-0.32223907214370695,0,0,0,0,0,0,0.5136105294645528,0
2,0,1,0,0,0,0,0,1,6,27,178,4,26,3,2018,0,2,0,0,0,0,0,0,1.0091840482465178,1,0,0,0,1,0,0.39694884833981453,1
2,1,1,3,0,0,0,0,2,8,1,213,1,31,3,2018,0,3,1,0,0,0,0,0,0.46711724261512017,0,0,0,0,1,0,0.6877056536045467,0
2,0,0,2,0,0,0,0,1,2,12,43,2,7,1,2018,0,1,0,0,0,0,0,0,-0.3642076811062532,0,0,0,0,1,0,0.365839066706551,0
3,0,0,2,0,0,0,0,2,6,17,168,3,24,7,2018,1,2,0,0,0,0,0,0,-0.1685781582022173,0,0,1,0,1,0,0.8384684415195931,0
1,0,0,1,0,1,1,1,0,11,19,323,3,46,7,2017,1,4,0,0,0,0,0,0,-1.985608868000325,0,0,0,0,0,1,0.2743045169009871,0
2,0,2,2,0,0,0,0,2,5,21,141,3,21,1,2018,0,2,0,0,0,0,0,0,0.8193532197223308,0,0,1,0,1,0,0.5617708644929703,0
